,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
706,1178,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,12/31/2018,115,Somewhat clean,Very safe,Somewhat satsified,Mr.Bim,It was terrible
707,2691,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,12/31/2018,367,Average,Neutral,Neutral,Ms.Craig,I did not like the flight
708,857,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,154,Clean,Somewhat safe,Somewhat satsified,Dr.Tol,I hate this
709,3148,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,12/31/2018,60,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Jigs,Not a fan
710,1519,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,115,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,Bad
711,1126,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,105,Average,Very safe,Somewhat satsified,Mr.Dan,Horrible
712,3269,Tuesday,UNITED,LAS VEGAS,West US,    Hub,Gates 70-90,12/31/2018,85,Average,Somewhat safe,Neutral,Ms.Bob,Very poor
714,1960,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Neutral,Neutral,Dr.Mos,Unacceptable flight
715,2545,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,83,Somewhat clean,Very safe,Neutral,Miss Volks,It was awful
718,2582,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,90,Somewhat clean,Somewhat safe,Neutral,Mr.Jones,My fllight was really unpleasant
719,358,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,80,Somewhat clean,Somewhat safe,Neutral,Mr.Bim,I am not a fan
720,2912,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,12/31/2018,60,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Craig,I had a bad flight
721,2030,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat unsatisfied,Dr.Tol,It was very bad
722,2242,Wednesday,WOW,REYKJAVIK,eur,Small     ,Gates 91-102,12/31/2018,156,Somewhat clean,Somewhat safe,Neutral,Miss Jigs,it was horrible
723,2556,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,108,Somewhat clean,Somewhat safe,Neutral,Mr.Stones,Terrible
724,853,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,85,Somewhat clean,Somewhat safe,Very satisfied,Mr.Dan,It was substandard
725,3168,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,110,Clean,Somewhat safe,Very satisfied,Ms.Bob,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
726,2234,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,12/31/2018,60,Clean,Very safe,Somewhat satsified,Dr.Mos,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
727,2765,Sunday,WOW,REYKJAVIK,eur,Small     ,Gates 1-12,12/31/2018,175,Somewhat clean,Very safe,Somewhat satsified,Miss Volks,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
728,3092,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,12/31/2018,173,Average,Somewhat safe,Neutral,Mr.Jones,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
729,285,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,12/31/2018,164,Average,Somewhat safe,Neutral,Mr.Bim,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
730,1480,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,130,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Craig,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
731,3175,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,60,Clean,Very safe,Somewhat satsified,Dr.Tol,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
732,2770,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
733,3033,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Stones,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
734,1661,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,150,Average,Neutral,Very satisfied,Mr.Dan,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
735,2634,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,60,Somewhat clean,Somewhat safe,Neutral,Ms.Bob,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
736,1987,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,12/31/2018,145,Average,Neutral,Neutral,Dr.Mos,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
737,1861,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,145,Somewhat clean,Very safe,Somewhat satsified,Miss Volks,It was terrible
738,1278,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,320,Average,Somewhat safe,Somewhat satsified,Mr.Jones,I did not like the flight
739,1841,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,12/31/2018,300,Clean,Very safe,Very satisfied,Mr.Bim,I hate this
740,341,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,12/31/2018,98,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,Not a fan
741,1978,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,155,Clean,Somewhat safe,Very satisfied,Dr.Tol,Bad
743,319,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,60,Clean,Neutral,Very satisfied,Miss Jigs,Horrible
744,1636,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,195,Clean,Very safe,Somewhat satsified,Mr.Stones,Very poor
745,3292,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,145,Clean,Very safe,Very satisfied,Mr.Dan,Unacceptable flight
746,3203,Tuesday,UNITED,ONTARIO (CALIF),West US,Small,Gates 70-90,12/31/2018,245,Clean,Very safe,Very satisfied,Ms.Bob,It was awful
747,1898,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,12/31/2018,235,Somewhat dirty,Neutral,Neutral,Dr.Mos,My fllight was really unpleasant
748,633,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,95,Somewhat clean,Somewhat safe,Neutral,Miss Volks,I am not a fan
749,1385,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,12/31/2018,235,Clean,Very safe,Very satisfied,Mr.Jones,I had a bad flight
751,2069,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,177,Clean,Somewhat safe,Somewhat satsified,Mr.Bim,It was very bad
752,299,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,130,Average,Neutral,Neutral,Ms.Craig,it was horrible
753,2730,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,122,Somewhat clean,Very safe,Somewhat satsified,Dr.Tol,Terrible
754,1676,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,It was substandard
755,3282,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,80,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
756,2112,Tuesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,12/31/2018,121,Somewhat clean,Very safe,Very satisfied,Mr.Dan,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
757,1986,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,12/31/2018,145,Average,Somewhat safe,Somewhat satsified,Ms.Bob,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
758,2595,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,147,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
759,814,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,12/31/2018,185,Clean,Very safe,Very satisfied,Miss Volks,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
760,2551,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,135,Average,Very safe,Neutral,Mr.Jones,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
761,1965,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Bim,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
762,2640,Tuesday,JETBLUE,NEW YORK-JFK,EAST US,    Hub,Gates 1-12,12/31/2018,113,Average,Somewhat safe,Very unsatisfied,Ms.Craig,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
763,395,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,205,Somewhat clean,Very safe,Somewhat satsified,Dr.Tol,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
764,728,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,12/31/2018,185,Clean,Very safe,Very satisfied,Miss Jigs,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
765,1215,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,55,Clean,Somewhat safe,Somewhat satsified,Mr.Stones,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
766,2314,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,12/31/2018,150,Clean,Somewhat safe,Somewhat satsified,Mr.Dan,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
767,1718,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,12/31/2018,210,Average,Somewhat safe,Neutral,Ms.Bob,It was terrible
768,2383,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,    Hub,Gates 91-102,12/31/2018,215,Clean,Very safe,Somewhat satsified,Dr.Mos,I did not like the flight
769,584,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,95,Clean,Neutral,Somewhat satsified,Miss Volks,I hate this
770,1770,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,    Hub,Gates 50-59,12/31/2018,85,Clean,Very safe,Somewhat satsified,Mr.Jones,Not a fan
771,642,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,125,Somewhat clean,Neutral,Neutral,Mr.Bim,Bad
772,1865,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,505,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,Horrible
773,2100,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,49,Somewhat clean,Very safe,Somewhat satsified,Dr.Tol,Very poor
774,2647,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,132,Somewhat clean,Neutral,Neutral,Miss Jigs,Unacceptable flight
775,1982,Friday,AIR FRANCE/KLM,AMSTERDAM,eur,    Hub,Gates 1-12,12/31/2018,265,Average,Somewhat safe,Neutral,Mr.Stones,It was awful
776,1973,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,12/31/2018,125,Clean,Very safe,Very satisfied,Mr.Dan,My fllight was really unpleasant
777,310,Tuesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,12/31/2018,95,Clean,Very safe,Somewhat satsified,Ms.Bob,I am not a fan
778,2386,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,12/31/2018,215,Somewhat clean,Very safe,Very satisfied,Dr.Mos,I had a bad flight
779,295,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,12/31/2018,190,Average,Neutral,Neutral,Miss Volks,It was very bad
780,2301,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,175,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Jones,it was horrible
781,1253,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,12/31/2018,195,Somewhat clean,Somewhat safe,Very satisfied,Mr.Bim,Terrible
782,1649,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,170,Somewhat clean,Very safe,Somewhat satsified,Ms.Craig,It was substandard
783,3279,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,125,Somewhat clean,Neutral,Somewhat satsified,Dr.Tol,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
784,863,Tuesday,ALASKA,SEATTLE,West US,Hub     ,Gates 50-59,12/31/2018,65,Somewhat clean,Very safe,Neutral,Miss Jigs,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
785,2771,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,150,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
786,1547,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,240,Clean,Somewhat safe,Somewhat satsified,Mr.Dan,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
787,750,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,12/31/2018,235,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
788,2285,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,225,Somewhat clean,Somewhat safe,Neutral,Dr.Mos,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
789,3214,Tuesday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,12/31/2018,75,Somewhat clean,Somewhat safe,Neutral,Miss Volks,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
790,2172,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,12/31/2018,153,Clean,Somewhat safe,Somewhat satsified,Mr.Jones,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
791,576,Thursday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,12/31/2018,112,Somewhat clean,Somewhat safe,Very satisfied,Mr.Bim,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
792,404,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,12/31/2018,85,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
794,2254,Wednesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,12/31/2018,185,Clean,Very safe,Very satisfied,Dr.Tol,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
795,682,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,125,Somewhat clean,Somewhat safe,Neutral,Miss Jigs,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
796,2028,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,95,Somewhat clean,Somewhat safe,Very satisfied,Mr.Stones,It was terrible
798,854,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,109,Somewhat clean,Very safe,Very satisfied,Mr.Dan,I did not like the flight
799,1675,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,85,Somewhat clean,Very safe,Somewhat satsified,Ms.Bob,I hate this
800,1604,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,320,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,Not a fan
801,534,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,225,Clean,Very safe,Somewhat satsified,Miss Volks,Bad
802,2829,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,93,Somewhat clean,Very safe,Somewhat satsified,Mr.Jones,Horrible
803,1822,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,215,Clean,Very safe,Somewhat satsified,Mr.Bim,Very poor
805,1948,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,12/31/2018,115,Somewhat clean,Neutral,Neutral,Ms.Craig,Unacceptable flight
806,2950,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,115,Average,Somewhat safe,Neutral,Dr.Tol,It was awful
807,2508,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,100,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,My fllight was really unpleasant
808,292,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,190,Average,Neutral,Somewhat satsified,Mr.Stones,I am not a fan
809,876,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,265,Clean,Somewhat safe,Very satisfied,Mr.Dan,I had a bad flight
810,2120,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,79,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,It was very bad
811,2764,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,it was horrible
